Case_ID,Sample_ID,Age_2010,Race,Sex,Highest_Grade_Completed,Marital_Status,Region,Income_Year,Income,avg_LT_rate,income_type
21,5,48,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,Northeast,2004,100000,4.845420000000001,Inlier
22,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,Northeast,2000,36000,6.186852589641434,Inlier
22,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,Northeast,2002,35000,5.480178064516129,Inlier
22,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,Northeast,2004,10000,4.845420000000001,Inlier
22,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,Northeast,2006,45300,4.76882,Inlier
22,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,Northeast,2008,45600,4.556494023904381,Inlier
22,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,Northeast,2010,40000,3.9247597609561753,Inlier
25,5,50,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2000,20000,6.186852589641434,Inlier
25,5,50,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2002,20000,5.480178064516129,Inlier
25,5,50,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2004,20000,4.845420000000001,Inlier
25,5,50,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2006,23000,4.76882,Inlier
25,5,50,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2008,33000,4.556494023904381,Inlier
25,5,50,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2010,32760,3.9247597609561753,Inlier
27,5,49,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,Northeast,2000,13126,6.186852589641434,Inlier
27,5,49,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,Northeast,2008,15769,4.556494023904381,Inlier
27,5,49,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,Northeast,2010,16000,3.9247597609561753,Inlier
29,5,49,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2000,50000,6.186852589641434,Inlier
29,5,49,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2002,61000,5.480178064516129,Inlier
29,5,49,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2004,62000,4.845420000000001,Inlier
29,5,49,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2006,85000,4.76882,Inlier
29,5,49,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2008,62000,4.556494023904381,Inlier
29,5,49,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2010,30000,3.9247597609561753,Inlier
30,5,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,NA,2004,36000,4.845420000000001,Inlier
31,4,46,Hispanic,Male,12TH GRADE,Married,West,2000,26000,6.186852589641434,Inlier
31,4,46,Hispanic,Male,12TH GRADE,Married,West,2002,36000,5.480178064516129,Inlier
31,4,46,Hispanic,Male,12TH GRADE,Married,West,2004,36000,4.845420000000001,Inlier
31,4,46,Hispanic,Male,12TH GRADE,Married,West,2006,40000,4.76882,Inlier
31,4,46,Hispanic,Male,12TH GRADE,Married,West,2008,46000,4.556494023904381,Inlier
34,1,51,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Divorced,Northeast,2000,35000,6.186852589641434,Inlier
34,1,51,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Divorced,Northeast,2002,25000,5.480178064516129,Inlier
34,1,51,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Divorced,Northeast,2004,30000,4.845420000000001,Inlier
34,1,51,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Divorced,Northeast,2008,3600,4.556494023904381,Inlier
34,1,51,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Divorced,Northeast,2010,30000,3.9247597609561753,Inlier
36,1,47,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,Northeast,2002,65000,5.480178064516129,Inlier
36,1,47,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,Northeast,2008,30000,4.556494023904381,Inlier
37,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2000,13000,6.186852589641434,Inlier
37,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2002,30000,5.480178064516129,Inlier
37,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2004,34000,4.845420000000001,Inlier
37,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2006,37000,4.76882,Inlier
37,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2008,38000,4.556494023904381,Inlier
37,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2010,44000,3.9247597609561753,Inlier
38,5,47,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2000,44000,6.186852589641434,Inlier
38,5,47,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2002,58000,5.480178064516129,Inlier
38,5,47,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2004,61158,4.845420000000001,Inlier
38,5,47,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2006,70000,4.76882,Inlier
38,5,47,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2008,87000,4.556494023904381,Inlier
38,5,47,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2010,97500,3.9247597609561753,Inlier
40,2,50,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,Northeast,2002,1600,5.480178064516129,Inlier
40,2,50,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,Northeast,2004,700,4.845420000000001,Inlier
40,2,50,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,Northeast,2010,40000,3.9247597609561753,Inlier
41,2,47,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,Northeast,2002,105000,5.480178064516129,Inlier
41,2,47,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,Northeast,2004,73000,4.845420000000001,Inlier
41,2,47,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,Northeast,2008,100000,4.556494023904381,Inlier
42,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,Northeast,2000,50000,6.186852589641434,Inlier
42,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,Northeast,2002,45000,5.480178064516129,Inlier
42,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,Northeast,2004,48000,4.845420000000001,Inlier
42,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,Northeast,2006,45000,4.76882,Inlier
42,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,Northeast,2008,51000,4.556494023904381,Inlier
42,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,Northeast,2010,48000,3.9247597609561753,Inlier
43,6,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Separated,Northeast,2000,6000,6.186852589641434,Inlier
44,5,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2006,7200,4.76882,Inlier
44,5,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2008,20280,4.556494023904381,Inlier
44,5,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2010,29120,3.9247597609561753,Inlier
47,1,51,Non-Black/Non-Hispanic,Male,12TH GRADE,Never Married,Northeast,2000,65000,6.186852589641434,Inlier
47,1,51,Non-Black/Non-Hispanic,Male,12TH GRADE,Never Married,Northeast,2002,57995,5.480178064516129,Inlier
47,1,51,Non-Black/Non-Hispanic,Male,12TH GRADE,Never Married,Northeast,2004,42000,4.845420000000001,Inlier
47,1,51,Non-Black/Non-Hispanic,Male,12TH GRADE,Never Married,Northeast,2006,66309,4.76882,Inlier
47,1,51,Non-Black/Non-Hispanic,Male,12TH GRADE,Never Married,Northeast,2008,68000,4.556494023904381,Inlier
47,1,51,Non-Black/Non-Hispanic,Male,12TH GRADE,Never Married,Northeast,2010,68000,3.9247597609561753,Inlier
49,5,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2000,33361,6.186852589641434,Inlier
49,5,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2002,35000,5.480178064516129,Inlier
49,5,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2004,39900,4.845420000000001,Inlier
49,5,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2006,34000,4.76882,Inlier
49,5,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2010,55000,3.9247597609561753,Inlier
50,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2000,27000,6.186852589641434,Inlier
50,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2002,21000,5.480178064516129,Inlier
50,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2004,30000,4.845420000000001,Inlier
50,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2008,36400,4.556494023904381,Inlier
50,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,Northeast,2010,49500,3.9247597609561753,Inlier
53,4,46,Hispanic,Male,12TH GRADE,Never Married,West,2000,1200,6.186852589641434,Inlier
53,4,46,Hispanic,Male,12TH GRADE,Never Married,West,2006,325,4.76882,Inlier
53,4,46,Hispanic,Male,12TH GRADE,Never Married,West,2008,2453,4.556494023904381,Inlier
53,4,46,Hispanic,Male,12TH GRADE,Never Married,West,2010,6000,3.9247597609561753,Inlier
57,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2000,2500,6.186852589641434,Inlier
57,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2002,1200,5.480178064516129,Inlier
57,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2004,9000,4.845420000000001,Inlier
57,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2006,12000,4.76882,Inlier
57,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2008,51000,4.556494023904381,Inlier
57,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2010,61000,3.9247597609561753,Inlier
61,5,47,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2000,40000,6.186852589641434,Inlier
61,5,47,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2002,52000,5.480178064516129,Inlier
61,5,47,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2004,55500,4.845420000000001,Inlier
61,5,47,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2006,63000,4.76882,Inlier
61,5,47,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2008,65000,4.556494023904381,Inlier
62,5,45,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Divorced,Northeast,2000,34000,6.186852589641434,Inlier
62,5,45,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Divorced,Northeast,2002,27000,5.480178064516129,Inlier
62,5,45,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Divorced,Northeast,2004,29000,4.845420000000001,Inlier
62,5,45,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Divorced,Northeast,2006,30000,4.76882,Inlier
62,5,45,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Divorced,Northeast,2008,31800,4.556494023904381,Inlier
62,5,45,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Divorced,Northeast,2010,46000,3.9247597609561753,Inlier
63,1,49,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,Northeast,2006,108000,4.76882,Inlier
69,1,45,Non-Black/Non-Hispanic,Male,6TH YEAR COLLEGE,Married,Northeast,2000,70000,6.186852589641434,Inlier
69,1,45,Non-Black/Non-Hispanic,Male,6TH YEAR COLLEGE,Married,Northeast,2002,71000,5.480178064516129,Inlier
69,1,45,Non-Black/Non-Hispanic,Male,6TH YEAR COLLEGE,Married,Northeast,2004,94000,4.845420000000001,Inlier
72,5,50,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,Northeast,2000,36000,6.186852589641434,Inlier
72,5,50,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,Northeast,2002,36000,5.480178064516129,Inlier
72,5,50,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,Northeast,2004,37000,4.845420000000001,Inlier
72,5,50,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,Northeast,2006,44000,4.76882,Inlier
72,5,50,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,Northeast,2008,40500,4.556494023904381,Inlier
72,5,50,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,Northeast,2010,45000,3.9247597609561753,Inlier
76,1,45,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,Northeast,2000,30000,6.186852589641434,Inlier
76,1,45,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,Northeast,2002,36000,5.480178064516129,Inlier
76,1,45,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,Northeast,2004,37590,4.845420000000001,Inlier
76,1,45,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,Northeast,2006,37000,4.76882,Inlier
76,1,45,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,Northeast,2008,50000,4.556494023904381,Inlier
76,1,45,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,Northeast,2010,70000,3.9247597609561753,Inlier
77,5,45,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,Northeast,2000,56000,6.186852589641434,Inlier
77,5,45,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,Northeast,2002,68000,5.480178064516129,Inlier
77,5,45,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,Northeast,2004,68977,4.845420000000001,Inlier
77,5,45,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,Northeast,2006,95000,4.76882,Inlier
77,5,45,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,Northeast,2008,75000,4.556494023904381,Inlier
80,1,46,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,West,2000,15500,6.186852589641434,Inlier
80,1,46,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,West,2002,10500,5.480178064516129,Inlier
80,1,46,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,West,2004,13000,4.845420000000001,Inlier
80,1,46,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,West,2006,13000,4.76882,Inlier
80,1,46,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,West,2008,16000,4.556494023904381,Inlier
80,1,46,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,West,2010,32000,3.9247597609561753,Inlier
84,3,46,Black,Male,11TH GRADE,Divorced,Northeast,2002,12000,5.480178064516129,Inlier
88,3,52,Black,Male,4TH YEAR COLLEGE,Married,Northeast,2000,31000,6.186852589641434,Inlier
88,3,52,Black,Male,4TH YEAR COLLEGE,Married,Northeast,2006,24000,4.76882,Inlier
88,3,52,Black,Male,4TH YEAR COLLEGE,Married,Northeast,2008,34000,4.556494023904381,Inlier
88,3,52,Black,Male,4TH YEAR COLLEGE,Married,Northeast,2010,30000,3.9247597609561753,Inlier
90,1,51,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,Northeast,2000,90000,6.186852589641434,Inlier
90,1,51,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,Northeast,2002,106500,5.480178064516129,Inlier
90,1,51,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,Northeast,2004,105000,4.845420000000001,Inlier
90,1,51,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,Northeast,2006,15000,4.76882,Inlier
92,5,47,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2000,17900,6.186852589641434,Inlier
92,5,47,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2002,19000,5.480178064516129,Inlier
92,5,47,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2004,21000,4.845420000000001,Inlier
92,5,47,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2006,25000,4.76882,Inlier
92,5,47,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2008,24000,4.556494023904381,Inlier
92,5,47,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2010,25940,3.9247597609561753,Inlier
93,1,45,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,North Central,2000,40000,6.186852589641434,Inlier
93,1,45,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,North Central,2002,73000,5.480178064516129,Inlier
93,1,45,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,North Central,2004,74000,4.845420000000001,Inlier
93,1,45,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,North Central,2006,80365,4.76882,Inlier
93,1,45,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,North Central,2008,96000,4.556494023904381,Inlier
93,1,45,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,North Central,2010,85000,3.9247597609561753,Inlier
94,1,53,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,Northeast,2000,33000,6.186852589641434,Inlier
94,1,53,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,Northeast,2002,42000,5.480178064516129,Inlier
94,1,53,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,Northeast,2004,40000,4.845420000000001,Inlier
94,1,53,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,Northeast,2006,42000,4.76882,Inlier
94,1,53,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,Northeast,2008,42000,4.556494023904381,Inlier
94,1,53,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,Northeast,2010,44000,3.9247597609561753,Inlier
95,5,49,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2000,20000,6.186852589641434,Inlier
95,5,49,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2002,32000,5.480178064516129,Inlier
95,5,49,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2004,28000,4.845420000000001,Inlier
95,5,49,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2006,30000,4.76882,Inlier
95,5,49,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2008,44000,4.556494023904381,Inlier
95,5,49,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,Northeast,2010,46000,3.9247597609561753,Inlier
96,6,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Never Married,Northeast,2000,38000,6.186852589641434,Inlier
96,6,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Never Married,Northeast,2002,28000,5.480178064516129,Inlier
96,6,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Never Married,Northeast,2004,38000,4.845420000000001,Inlier
96,6,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Never Married,Northeast,2006,21500,4.76882,Inlier
96,6,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Never Married,Northeast,2008,45000,4.556494023904381,Inlier
96,6,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Never Married,Northeast,2010,53500,3.9247597609561753,Inlier
97,5,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2000,28000,6.186852589641434,Inlier
97,5,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2002,32000,5.480178064516129,Inlier
97,5,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2004,44000,4.845420000000001,Inlier
97,5,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2006,49000,4.76882,Inlier
97,5,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2008,51000,4.556494023904381,Inlier
97,5,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2010,52000,3.9247597609561753,Inlier
99,5,52,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2000,4000,6.186852589641434,Inlier
99,5,52,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2002,5000,5.480178064516129,Inlier
99,5,52,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2004,8400,4.845420000000001,Inlier
99,5,52,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2006,9000,4.76882,Inlier
